loss_event_id,campaign_id,event_start_datetime,event_end_datetime,duration_hours,island,area,system_id,system_name,functional_location,asset_id,impact_scope,event_type,cause_category,failure_mode,event_description,root_cause_status,baseline_rate_adt_day,actual_rate_adt_day,production_loss_adt,operations_comment,history_coverage_eligible,maintenance_context,prior_confirmed_notification_count_180d,latest_prior_notification_id,latest_prior_notification_date,latest_prior_responsible_discipline,latest_prior_work_order_id,latest_prior_closure_code,latest_prior_action_type,latest_prior_risk_class,latest_prior_risk_sort_order,days_from_latest_notification_to_loss,latest_completed_corrective_notification_id,latest_completed_corrective_date,days_from_corrective_completion_to_loss
LE000107,C2,2024-04-15T04:00:00,2024-04-15T09:15:00,5.25,Fiber Line,Digester,SYS-FL-DIG-CHP,Chip Feeding,PLT-FL-DIG-CHP,ZS-DIG-CHP-01,System,Production Rate Reduction,Instrumentation / Control,SIGNAL_DRIFT,Indicated value drifts from independent reference; mill throughput reduced during stabilization.,Confirmed,4074.96,3406.51,146.22,Throughput was limited until operating conditions stabilized.,TRUE,POST_MAINTENANCE_RECURRENCE,1,N0000335,2023-10-19,Instrumentation,WO0000204,WORK_COMPLETED,Calibration,R7,7,179,N0000335,2023-12-17,120
LE000108,C2,2024-04-25T19:00:00,2024-04-26T00:00:00,5.00,Recovery & Utilities,Evaporation,SYS-RU-EVA-CON,Condensate System,PLT-RU-EVA-CON,P-EVA-CON-01,System,Production Rate Reduction,Equipment Failure,LOW_FLOW,Delivered flow below expected operating range; mill throughput reduced during stabilization.,Under Investigation,4205.54,3475.61,152.07,Throughput was limited until operating conditions stabilized.,TRUE,POST_MAINTENANCE_RECURRENCE,1,N0000444,2024-02-11,Mechanical,WO0000262,WORK_COMPLETED,Cleaning,R7,7,74,N0000444,2024-04-10,15
LE000109,C2,2024-05-05T23:45:00,2024-05-06T01:30:00,1.75,Recovery & Utilities,Evaporation,SYS-RU-EVA-VAC,Vacuum System,PLT-RU-EVA-VAC,PT-EVA-VAC-01,Mill,Mill Shutdown,Instrumentation / Control,INTERMITTENT_SIGNAL,Intermittent signal dropout at stable process conditions; mill production stopped for recovery.,Under Investigation,4083.29,91.15,291.09,Shift coordinated isolation and a staged mill restart.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000530,2024-04-18,Instrumentation,WO0000313,WORK_COMPLETED,Instrument replacement,R7,7,17,,,
LE000110,C2,2024-05-07T13:15:00,2024-05-07T14:45:00,1.50,Recovery & Utilities,Utilities,SYS-RU-UTL-PWT,Process Water,PLT-RU-UTL-PWT,P-UTL-PWT-01,Mill,Mill Shutdown,Equipment Failure,BEARING_TEMPERATURE,Bearing temperature trending above baseline; mill production stopped for recovery.,Probable,4098.64,61.98,252.29,Shift coordinated isolation and a staged mill restart.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,N0000186,2023-06-14,328
LE000111,C2,2024-05-14T00:15:00,2024-05-14T01:00:00,0.75,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-IDF,Induced Draft,PLT-RU-LIM-IDF,DV-LIM-IDF-01,Area,Area Shutdown,Equipment Failure,MECHANICAL_BINDING,Mechanism travel is uneven with elevated resistance; area operation stopped and mill output reduced.,Probable,4155.87,1756.69,74.97,Available buffers were used while the affected area recovered.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000387,2024-01-04,Mechanical,,MONITOR_CONDITION,Inspection only,R7,7,131,,,
LE000112,C2,2024-05-16T02:45:00,2024-05-16T08:00:00,5.25,Recovery & Utilities,Utilities,SYS-RU-UTL-BFW,Boiler Feedwater,PLT-RU-UTL-BFW,PT-UTL-BFW-01,System,Production Rate Reduction,Instrumentation / Control,INTERMITTENT_SIGNAL,Intermittent signal dropout at stable process conditions; mill throughput reduced during stabilization.,Probable,4342.20,3706.41,139.08,Throughput was limited until operating conditions stabilized.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000457,2024-02-23,Instrumentation,WO0000267,WORK_COMPLETED,Instrument replacement,R5,5,83,,,
LE000113,C2,2024-05-16T16:30:00,2024-05-16T20:15:00,3.75,Fiber Line,Drying,SYS-FL-DRY-PRS,Press Section,PLT-FL-DRY-PRS,PT-DRY-PRS-01,System,Production Rate Reduction,Instrumentation / Control,SIGNAL_DRIFT,Indicated value drifts from independent reference; mill throughput reduced during stabilization.,Probable,4117.72,2967.14,179.78,Throughput was limited until operating conditions stabilized.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000535,2024-04-22,Instrumentation,WO0000318,WORK_COMPLETED,Calibration,R7,7,24,,,
LE000114,C2,2024-05-17T05:15:00,2024-05-17T08:45:00,3.50,Fiber Line,Digester,SYS-FL-DIG-BLC,Blow / Pressure Control,PLT-FL-DIG-BLC,PV-DIG-BLC-01,System,Production Rate Reduction,Equipment Failure,VALVE_STICTION,Valve travel sticks during small command changes; mill throughput reduced during stabilization.,Under Investigation,4271.28,2959.18,191.35,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000115,C2,2024-05-22T03:00:00,2024-05-22T08:45:00,5.75,Recovery & Utilities,Evaporation,SYS-RU-EVA-CIR,Evaporator Circulation,PLT-RU-EVA-CIR,PV-EVA-CIR-01,System,Production Rate Reduction,Equipment Failure,ACTUATOR_LEAKAGE,Actuator supply pressure decays while held; mill throughput reduced during stabilization.,Confirmed,4268.94,3072.32,286.69,Throughput was limited until operating conditions stabilized.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000374,2023-12-12,Valves,,MONITOR_CONDITION,Inspection only,R4,4,162,,,
LE000116,C2,2024-05-22T15:15:00,2024-05-23T00:15:00,9.00,Recovery & Utilities,Evaporation,SYS-RU-EVA-CIR,Evaporator Circulation,PLT-RU-EVA-CIR,PV-EVA-CIR-01,System,Production Rate Reduction,Equipment Failure,EXTERNAL_LEAKAGE,Visible leakage at valve packing; mill throughput reduced during stabilization.,Confirmed,4075.31,3698.10,141.45,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,N0000176,2023-06-22,335
LE000117,C2,2024-05-24T17:30:00,2024-05-24T20:15:00,2.75,Recovery & Utilities,Evaporation,SYS-RU-EVA-CIR,Evaporator Circulation,PLT-RU-EVA-CIR,P-EVA-CIR-01,System,Production Rate Reduction,Equipment Failure,BEARING_TEMPERATURE,Bearing temperature trending above baseline; mill throughput reduced during stabilization.,Probable,4138.82,3727.45,47.14,Throughput was limited until operating conditions stabilized.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000547,2024-05-04,Mechanical,,MONITOR_CONDITION,Inspection only,R7,7,20,N0000246,2023-09-03,264
LE000118,C2,2024-05-30T09:00:00,2024-05-30T19:45:00,10.75,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-BLF,Black Liquor Firing,PLT-RU-RB-BLF,P-RB-BLF-01,Mill,Mill Shutdown,Equipment Failure,PUMP_BEARING_VIBRATION,Elevated vibration at pump bearing housing; mill production stopped for recovery.,Probable,4154.02,28.95,1847.69,Shift coordinated isolation and a staged mill restart.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000119,C2,2024-05-31T05:45:00,2024-06-02T05:45:00,48.00,Recovery & Utilities,Causticizing,SYS-RU-CAU-WLC,White Liquor Clarification,PLT-RU-CAU-WLC,FV-CAU-WLC-01,Area,Area Shutdown,Equipment Failure,VALVE_STICTION,Valve travel sticks during small command changes; area operation stopped and mill output reduced.,Confirmed,4183.29,2219.24,3928.10,Available buffers were used while the affected area recovered.,TRUE,KNOWN_UNTREATED_DEFECT,2,N0000499,2024-03-30,Valves,,NO_ACTION_REQUIRED,Inspection only,R2,2,62,,,
LE000120,C2,2024-06-03T11:30:00,2024-06-03T20:30:00,9.00,Fiber Line,Drying,SYS-FL-DRY-HYD,Hydraulic System,PLT-FL-DRY-HYD,HPU-DRY-HYD-01,Area,Area Shutdown,Equipment Failure,HYD_PRESS_INSTABILITY,Hydraulic header pressure oscillates under steady demand; area operation stopped and mill output reduced.,Probable,4208.58,1335.13,1077.54,Available buffers were used while the affected area recovered.,TRUE,KNOWN_UNTREATED_DEFECT,2,N0000501,2024-03-30,Instrumentation,WO0000295,CANCELLED,,R2,2,65,,,
LE000121,C2,2024-06-04T11:30:00,2024-06-04T13:45:00,2.25,Fiber Line,Digester,SYS-FL-DIG-CIR,Cooking Circulation,PLT-FL-DIG-CIR,FV-DIG-CIR-01,System,Production Rate Reduction,Instrumentation / Control,POSITIONER_DEVIATION,Valve feedback differs from demanded position; mill throughput reduced during stabilization.,Confirmed,4050.76,3609.41,41.38,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000122,C2,2024-06-07T21:15:00,2024-06-07T22:15:00,1.00,Fiber Line,Bleaching,SYS-FL-BLE-CHM,Chemical Mixing,PLT-FL-BLE-CHM,AG-BLE-CHM-01,System,Production Rate Reduction,Equipment Failure,OIL_DEGRADATION,Oil condition test indicates degraded lubricant; mill throughput reduced during stabilization.,Under Investigation,4175.90,3438.59,30.72,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000123,C2,2024-06-16T17:45:00,2024-06-17T02:00:00,8.25,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-DRV,Kiln Drive,PLT-RU-LIM-DRV,M-LIM-DRV-01,System,Production Rate Reduction,Equipment Failure,LOW_LUBE_LEVEL,Lubricant level below normal mark; mill throughput reduced during stabilization.,Probable,4145.35,3771.92,128.37,Throughput was limited until operating conditions stabilized.,TRUE,POST_MAINTENANCE_RECURRENCE,1,N0000478,2024-03-16,Lubrication,WO0000282,WORK_COMPLETED,Lubrication,R2,2,92,N0000478,2024-04-25,52
LE000124,C2,2024-06-30T19:15:00,2024-07-01T02:15:00,7.00,Fiber Line,Bleaching,SYS-FL-BLE-DOS,Chemical Dosing,PLT-FL-BLE-DOS,P-BLE-DOS-01,System,Production Rate Reduction,Equipment Failure,BEARING_TEMPERATURE,Bearing temperature trending above baseline; mill throughput reduced during stabilization.,Confirmed,4082.99,2964.91,326.11,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,N0000129,2023-05-08,419
LE000125,C2,2024-07-02T02:00:00,2024-07-02T03:45:00,1.75,Fiber Line,Bleaching,SYS-FL-BLE-CHM,Chemical Mixing,PLT-FL-BLE-CHM,M-BLE-CHM-01,Area,Area Shutdown,Equipment Failure,MOTOR_BEARING_VIBRATION,Motor bearing vibration above baseline; area operation stopped and mill output reduced.,Confirmed,4192.58,1723.78,180.02,Available buffers were used while the affected area recovered.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,N0000147,2023-05-15,414
LE000126,C2,2024-07-03T17:15:00,2024-07-03T21:00:00,3.75,Recovery & Utilities,Evaporation,SYS-RU-EVA-CIR,Evaporator Circulation,PLT-RU-EVA-CIR,PV-EVA-CIR-01,Area,Area Shutdown,Equipment Failure,VALVE_STICTION,Valve travel sticks during small command changes; area operation stopped and mill output reduced.,Probable,4154.12,1065.36,482.62,Available buffers were used while the affected area recovered.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,N0000075,2023-03-18,473
LE000127,C2,2024-07-04T01:00:00,2024-07-04T16:15:00,15.25,Fiber Line,Digester,SYS-FL-DIG-CIR,Cooking Circulation,PLT-FL-DIG-CIR,P-DIG-CIR-01,Mill,Mill Shutdown,Equipment Failure,PUMP_BEARING_VIBRATION,Elevated vibration at pump bearing housing; mill production stopped for recovery.,Probable,4257.43,35.65,2682.59,Shift coordinated isolation and a staged mill restart.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000503,2024-03-30,Mechanical,WO0000297,MONITOR_CONDITION,Inspection only,R2,2,96,,,
LE000128,C2,2024-07-15T21:15:00,2024-07-15T23:15:00,2.00,Fiber Line,Digester,SYS-FL-DIG-CHP,Chip Feeding,PLT-FL-DIG-CHP,XV-DIG-CHP-01,Area,Area Shutdown,Equipment Failure,EXTERNAL_LEAKAGE,Visible leakage at valve packing; area operation stopped and mill output reduced.,Probable,4209.76,915.02,274.56,Available buffers were used while the affected area recovered.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000484,2024-03-21,Valves,,NO_ACTION_REQUIRED,Inspection only,R7,7,116,,,
LE000129,C2,2024-07-22T15:45:00,2024-07-22T17:00:00,1.25,Fiber Line,Washing & Screening,SYS-FL-WSH-KNR,Knot Removal,PLT-FL-WSH-KNR,,System,Production Rate Reduction,Process Upset,PROCESS_INSTABILITY,Process oscillations required reduced mill throughput; mill throughput reduced during stabilization.,Under Investigation,4148.86,3111.01,54.05,Throughput was limited until operating conditions stabilized.,TRUE,SYSTEM_PROCESS_EVENT,0,,,,,,,,,,,,
LE000130,C2,2024-07-23T02:30:00,2024-07-23T11:45:00,9.25,Fiber Line,Digester,SYS-FL-DIG-IMP,Impregnation,PLT-FL-DIG-IMP,,Area,Area Shutdown,Process Upset,FOULING,Deposits reduced effective process capacity; area operation stopped and mill output reduced.,Under Investigation,4252.94,2169.72,802.91,Available buffers were used while the affected area recovered.,TRUE,SYSTEM_PROCESS_EVENT,0,,,,,,,,,,,,
LE000131,C2,2024-07-23T14:15:00,2024-07-23T20:45:00,6.50,Fiber Line,Digester,SYS-FL-DIG-DIS,Digester Discharge,PLT-FL-DIG-DIS,LT-DIG-DIS-01,System,Production Rate Reduction,Instrumentation / Control,INTERMITTENT_SIGNAL,Intermittent signal dropout at stable process conditions; mill throughput reduced during stabilization.,Probable,4271.35,3538.92,198.37,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000132,C2,2024-07-24T00:00:00,2024-07-24T01:15:00,1.25,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-STM,Steam / Pressure Control,PLT-RU-RB-STM,TT-RB-STM-01,Area,Area Shutdown,Instrumentation / Control,INTERMITTENT_SIGNAL,Intermittent signal dropout at stable process conditions; area operation stopped and mill output reduced.,Probable,4174.74,1083.54,161.00,Available buffers were used while the affected area recovered.,TRUE,POST_MAINTENANCE_RECURRENCE,1,N0000548,2024-05-04,Automation,WO0000327,WORK_COMPLETED,Instrument replacement,R3,3,81,N0000548,2024-05-19,66
LE000133,C2,2024-07-27T08:30:00,2024-07-27T16:30:00,8.00,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-DRV,Kiln Drive,PLT-RU-LIM-DRV,DRV-LIM-DRV-01,Mill,Mill Shutdown,Equipment Failure,MECHANICAL_BINDING,Mechanism travel is uneven with elevated resistance; mill production stopped for recovery.,Probable,4348.46,74.75,1424.57,Shift coordinated isolation and a staged mill restart.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000525,2024-04-17,Mechanical,,NO_ACTION_REQUIRED,Inspection only,R2,2,101,,,
LE000134,C2,2024-08-14T03:15:00,2024-08-14T10:30:00,7.25,Fiber Line,Digester,SYS-FL-DIG-DIS,Digester Discharge,PLT-FL-DIG-DIS,P-DIG-DIS-01,System,Production Rate Reduction,Equipment Failure,LOW_FLOW,Delivered flow below expected operating range; mill throughput reduced during stabilization.,Probable,4261.96,3760.87,151.37,Throughput was limited until operating conditions stabilized.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000633,2024-07-16,Mechanical,WO0000379,WORK_COMPLETED,Cleaning,R5,5,29,N0000010,2023-04-08,494
LE000135,C2,2024-08-15T06:30:00,2024-08-15T10:45:00,4.25,Recovery & Utilities,Causticizing,SYS-RU-CAU-WLC,White Liquor Clarification,PLT-RU-CAU-WLC,P-CAU-WLC-01,System,Production Rate Reduction,Equipment Failure,BEARING_TEMPERATURE,Bearing temperature trending above baseline; mill throughput reduced during stabilization.,Confirmed,4074.28,2630.19,255.72,Throughput was limited until operating conditions stabilized.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000650,2024-08-07,Condition Monitoring,WO0000389,WORK_COMPLETED,Bearing replacement,R5,5,8,N0000114,2023-06-03,439
LE000136,C2,2024-08-15T15:30:00,2024-08-16T01:00:00,9.50,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-IDF,Induced Draft,PLT-RU-LIM-IDF,DV-LIM-IDF-01,System,Production Rate Reduction,Instrumentation / Control,INTERMITTENT_SIGNAL,Intermittent signal dropout at stable process conditions; mill throughput reduced during stabilization.,Confirmed,4034.25,3049.07,389.97,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000137,C2,2024-08-17T01:45:00,2024-08-18T13:45:00,36.00,Fiber Line,Drying,SYS-FL-DRY-PRS,Press Section,PLT-FL-DRY-PRS,,System,Production Rate Reduction,Process Upset,QUALITY_RESTRICTION,Off-target pulp quality required reduced throughput; mill throughput reduced during stabilization.,Under Investigation,4282.10,3951.97,495.20,Throughput was limited until operating conditions stabilized.,TRUE,SYSTEM_PROCESS_EVENT,0,,,,,,,,,,,,
LE000138,C2,2024-08-23T03:15:00,2024-08-23T05:15:00,2.00,Recovery & Utilities,Utilities,SYS-RU-UTL-AIR,Compressed Air,PLT-RU-UTL-AIR,PT-UTL-AIR-01,Area,Area Shutdown,Instrumentation / Control,IMPULSE_LINE_RESTRICTION,Pressure response delayed during process change; area operation stopped and mill output reduced.,Confirmed,4146.55,2121.60,168.75,Available buffers were used while the affected area recovered.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,N0000224,2023-08-09,380
LE000139,C2,2024-08-25T01:00:00,2024-08-25T02:00:00,1.00,Fiber Line,Digester,SYS-FL-DIG-BLC,Blow / Pressure Control,PLT-FL-DIG-BLC,PV-DIG-BLC-01,Area,Area Shutdown,Equipment Failure,EXTERNAL_LEAKAGE,Visible leakage at valve packing; area operation stopped and mill output reduced.,Confirmed,4224.13,2078.06,89.42,Available buffers were used while the affected area recovered.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000140,C2,2024-08-27T19:15:00,2024-08-27T23:15:00,4.00,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-STM,Steam / Pressure Control,PLT-RU-RB-STM,PT-RB-STM-01,System,Production Rate Reduction,Instrumentation / Control,INTERMITTENT_SIGNAL,Intermittent signal dropout at stable process conditions; mill throughput reduced during stabilization.,Probable,4128.94,3440.37,114.76,Throughput was limited until operating conditions stabilized.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000624,2024-07-09,Automation,WO0000373,WORK_COMPLETED,Instrument replacement,R5,5,49,,,
LE000141,C2,2024-08-29T23:45:00,2024-08-30T06:15:00,6.50,Recovery & Utilities,Causticizing,SYS-RU-CAU-SLK,Slaking,PLT-RU-CAU-SLK,,Area,Area Shutdown,Process Upset,PROCESS_INSTABILITY,Process oscillations required reduced mill throughput; area operation stopped and mill output reduced.,Probable,4188.03,1425.34,748.23,Available buffers were used while the affected area recovered.,TRUE,SYSTEM_PROCESS_EVENT,0,,,,,,,,,,,,
LE000142,C2,2024-09-08T23:15:00,2024-09-09T08:15:00,9.00,Recovery & Utilities,Evaporation,SYS-RU-EVA-VAC,Vacuum System,PLT-RU-EVA-VAC,VAC-EVA-VAC-01,System,Production Rate Reduction,Equipment Failure,PROCESS_RESTRICTION,Process differential pressure above normal operating range; mill throughput reduced during stabilization.,Probable,4149.24,2811.50,501.65,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,N0000155,2023-05-03,494
LE000143,C2,2024-09-10T04:30:00,2024-09-10T16:00:00,11.50,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-SMT,Smelt Handling,PLT-RU-RB-SMT,AG-RB-SMT-01,System,Production Rate Reduction,Equipment Failure,IMBALANCE,Rotating assembly shows dominant once-per-revolution vibration; mill throughput reduced during stabilization.,Probable,4098.30,3348.02,359.51,Throughput was limited until operating conditions stabilized.,TRUE,POST_MAINTENANCE_RECURRENCE,1,N0000601,2024-06-14,Mechanical,WO0000361,WORK_COMPLETED,Adjustment,R4,4,88,N0000601,2024-07-05,67
LE000144,C2,2024-09-11T11:15:00,2024-09-11T14:15:00,3.00,Fiber Line,Digester,SYS-FL-DIG-BLC,Blow / Pressure Control,PLT-FL-DIG-BLC,PT-DIG-BLC-01,Area,Area Shutdown,Instrumentation / Control,INTERMITTENT_SIGNAL,Intermittent signal dropout at stable process conditions; area operation stopped and mill output reduced.,Confirmed,4226.70,1625.51,325.15,Available buffers were used while the affected area recovered.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000145,C2,2024-09-13T10:45:00,2024-09-13T16:15:00,5.50,Fiber Line,Digester,SYS-FL-DIG-DIS,Digester Discharge,PLT-FL-DIG-DIS,,System,Production Rate Reduction,Process Upset,PROCESS_RESTRICTION,Process restriction limited transfer capacity; mill throughput reduced during stabilization.,Confirmed,4270.54,3694.25,132.07,Throughput was limited until operating conditions stabilized.,TRUE,SYSTEM_PROCESS_EVENT,0,,,,,,,,,,,,
LE000146,C2,2024-09-23T23:30:00,2024-09-24T02:00:00,2.50,Recovery & Utilities,Causticizing,SYS-RU-CAU-WLC,White Liquor Clarification,PLT-RU-CAU-WLC,FT-CAU-WLC-01,System,Production Rate Reduction,Instrumentation / Control,INTERMITTENT_SIGNAL,Intermittent signal dropout at stable process conditions; mill throughput reduced during stabilization.,Confirmed,4106.22,3275.53,86.53,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,N0000252,2023-08-12,408
LE000147,C2,2024-09-24T11:45:00,2024-09-25T02:30:00,14.75,Recovery & Utilities,Utilities,SYS-RU-UTL-STM,Steam Distribution,PLT-RU-UTL-STM,,Area,Area Shutdown,Process Upset,PROCESS_RESTRICTION,Process restriction limited transfer capacity; area operation stopped and mill output reduced.,Probable,4271.42,2010.15,1389.74,Available buffers were used while the affected area recovered.,TRUE,SYSTEM_PROCESS_EVENT,0,,,,,,,,,,,,
LE000148,C2,2024-09-26T00:15:00,2024-09-26T02:15:00,2.00,Recovery & Utilities,Utilities,SYS-RU-UTL-PWT,Process Water,PLT-RU-UTL-PWT,P-UTL-PWT-01,Area,Area Shutdown,Equipment Failure,CAVITATION,Crackling noise and unstable suction pressure; area operation stopped and mill output reduced.,Probable,4119.14,2221.37,158.15,Available buffers were used while the affected area recovered.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000149,C2,2024-09-27T09:45:00,2024-09-27T12:00:00,2.25,Fiber Line,Bleaching,SYS-FL-BLE-DOS,Chemical Dosing,PLT-FL-BLE-DOS,M-BLE-DOS-01,Area,Area Shutdown,Equipment Failure,MOTOR_BEARING_VIBRATION,Motor bearing vibration above baseline; area operation stopped and mill output reduced.,Confirmed,4189.20,1780.20,225.84,Available buffers were used while the affected area recovered.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000689,2024-09-11,Electrical,,NO_ACTION_REQUIRED,Inspection only,R9,9,16,N0000262,2023-09-30,363
LE000150,C2,2024-10-10T09:15:00,2024-10-10T10:45:00,1.50,Fiber Line,Drying,SYS-FL-DRY-DRS,Dryer Section,PLT-FL-DRY-DRS,TT-DRY-DRS-01,System,Production Rate Reduction,Instrumentation / Control,INTERMITTENT_SIGNAL,Intermittent signal dropout at stable process conditions; mill throughput reduced during stabilization.,Confirmed,4123.75,3017.70,69.13,Throughput was limited until operating conditions stabilized.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000625,2024-07-09,Automation,,MONITOR_CONDITION,Inspection only,R7,7,93,N0000360,2023-11-21,324
LE000151,C2,2024-10-15T23:30:00,2024-10-16T00:30:00,1.00,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-LMF,Lime Mud Feed,PLT-RU-LIM-LMF,,System,Production Rate Reduction,Process Upset,FOULING,Deposits reduced effective process capacity; mill throughput reduced during stabilization.,Confirmed,4202.76,3036.69,48.59,Throughput was limited until operating conditions stabilized.,TRUE,SYSTEM_PROCESS_EVENT,0,,,,,,,,,,,,
LE000152,C2,2024-10-22T08:00:00,2024-10-22T14:00:00,6.00,Fiber Line,Digester,SYS-FL-DIG-CIR,Cooking Circulation,PLT-FL-DIG-CIR,,System,Production Rate Reduction,Process Upset,PROCESS_RESTRICTION,Process restriction limited transfer capacity; mill throughput reduced during stabilization.,Probable,4191.00,2876.11,328.72,Throughput was limited until operating conditions stabilized.,TRUE,SYSTEM_PROCESS_EVENT,0,,,,,,,,,,,,
LE000153,C2,2024-10-23T13:30:00,2024-10-23T14:45:00,1.25,Recovery & Utilities,Evaporation,SYS-RU-EVA-VAC,Vacuum System,PLT-RU-EVA-VAC,PT-EVA-VAC-01,System,Production Rate Reduction,Instrumentation / Control,IMPULSE_LINE_RESTRICTION,Pressure response delayed during process change; mill throughput reduced during stabilization.,Confirmed,4279.93,3359.11,47.96,Throughput was limited until operating conditions stabilized.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000682,2024-09-07,Instrumentation,,NO_ACTION_REQUIRED,Inspection only,R7,7,46,N0000344,2023-11-17,341
LE000154,C2,2024-10-24T18:30:00,2024-10-24T22:00:00,3.50,Fiber Line,Washing & Screening,SYS-FL-WSH-KNR,Knot Removal,PLT-FL-WSH-KNR,,System,Production Rate Reduction,Process Upset,FOULING,Deposits reduced effective process capacity; mill throughput reduced during stabilization.,Under Investigation,4090.85,3732.58,52.25,Throughput was limited until operating conditions stabilized.,TRUE,SYSTEM_PROCESS_EVENT,0,,,,,,,,,,,,
LE000155,C2,2024-11-01T12:30:00,2024-11-01T13:15:00,0.75,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-DRV,Kiln Drive,PLT-RU-LIM-DRV,GB-LIM-DRV-01,System,Production Rate Reduction,Equipment Failure,OIL_CONTAMINATION,Oil sample shows elevated contamination; mill throughput reduced during stabilization.,Under Investigation,4102.47,2839.69,39.46,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,N0000225,2023-08-07,452
LE000156,C2,2024-11-02T22:15:00,2024-11-03T03:30:00,5.25,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-BLF,Black Liquor Firing,PLT-RU-RB-BLF,FT-RB-BLF-01,System,Production Rate Reduction,Instrumentation / Control,SIGNAL_DRIFT,Indicated value drifts from independent reference; mill throughput reduced during stabilization.,Probable,4150.06,3597.40,120.89,Throughput was limited until operating conditions stabilized.,TRUE,POST_MAINTENANCE_RECURRENCE,1,N0000582,2024-05-31,Instrumentation,WO0000348,WORK_COMPLETED,Calibration,R5,5,155,N0000582,2024-08-03,91
LE000157,C2,2024-11-07T01:00:00,2024-11-07T03:00:00,2.00,Fiber Line,Digester,SYS-FL-DIG-BLC,Blow / Pressure Control,PLT-FL-DIG-BLC,PT-DIG-BLC-01,Area,Area Shutdown,Instrumentation / Control,INTERMITTENT_SIGNAL,Intermittent signal dropout at stable process conditions; area operation stopped and mill output reduced.,Confirmed,4005.03,897.77,258.94,Available buffers were used while the affected area recovered.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000158,C2,2024-11-10T00:45:00,2024-11-10T05:15:00,4.50,Fiber Line,Drying,SYS-FL-DRY-PRS,Press Section,PLT-FL-DRY-PRS,,System,Production Rate Reduction,Process Upset,QUALITY_RESTRICTION,Off-target pulp quality required reduced throughput; mill throughput reduced during stabilization.,Under Investigation,4191.65,2843.87,252.71,Throughput was limited until operating conditions stabilized.,TRUE,SYSTEM_PROCESS_EVENT,0,,,,,,,,,,,,
