notification_id,work_order_id,functional_location,asset_id,notification_date,notification_priority,notification_source,detected_by_team,inspection_route_type,symptom,failure_mode,repeat_failure_code,responsible_discipline,reassigned_discipline,planner_group,notification_status,order_created_date,order_type,order_status,planned_start_date,planned_finish_date,actual_start_date,actual_end_date,replanning_count,closure_code,closure_text,action_type,action_text,defect_confirmed,labor_hours,maintenance_cost,linked_loss_event_id,island,area,system_id,system_name,asset_type,asset_criticality,converted_to_order,closed_without_order,confirmed_closed_without_order,unconfirmed_closed_without_order,recurrent_notification,days_since_previous_same_defect,notification_age_days,days_to_order,execution_lead_days,active_backlog,risk_class,risk_sort_order,defect_status,maintenance_response_state
N0000688,WO0000412,PLT-FL-DRY-PRS,ROLL-DRY-PRS-01,2024-09-09,3,Planned Inspection,Drying - Inspection,Planned Inspection,Rotating assembly shows dominant once-per-revolution vibration.,IMBALANCE,IMBALANCE,Mechanical,Lubrication,DRY-LUBRICATION,Closed,2024-09-10,PM02,Completed,2024-11-07,2024-11-08,2024-11-07,2024-11-08,1,WORK_COMPLETED,Corrective scope executed and checked.,Adjustment,Adjustment performed; post-work functional check within tolerance.,TRUE,9.43,4669.54,,Fiber Line,Drying,SYS-FL-DRY-PRS,Press Section,Press Roll,A,TRUE,FALSE,FALSE,FALSE,FALSE,351,432,1,60,FALSE,R5,5,Defect,COMPLETED_CORRECTIVE_ACTION
N0000689,,PLT-FL-BLE-DOS,M-BLE-DOS-01,2024-09-11,3,Planned Inspection,Bleaching - Inspection,Planned Inspection,Motor bearing vibration above baseline.,MOTOR_BEARING_VIBRATION,MOTOR_BEARING_VIBRATION,Electrical,,BLE-ELECTRICAL,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.89,165.66,,Fiber Line,Bleaching,SYS-FL-BLE-DOS,Chemical Dosing,Motor,C,FALSE,TRUE,TRUE,FALSE,FALSE,395,430,,,FALSE,R9,9,Defect,CLOSED_CONFIRMED_WITHOUT_ORDER
N0000690,WO0000413,PLT-RU-RB-FWS,M-RB-FWS-01,2024-09-12,3,Maintenance Sensory Route,Recovery Boiler - Maintenance Route A,Sensory Route,Localized heating at electrical connection.,TERMINAL_HEATING,TERMINAL_HEATING,Electrical,,RB-ELECTRICAL,Closed,2024-09-17,PM02,Completed,2024-12-18,2024-12-18,2024-12-18,2024-12-18,4,WORK_COMPLETED,Corrective scope executed and checked.,Tightening,Tightening performed; post-work functional check within tolerance.,TRUE,5.51,1348.95,,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-FWS,Feedwater System,Motor,A,TRUE,FALSE,FALSE,FALSE,FALSE,,429,5,97,FALSE,R5,5,Defect,COMPLETED_CORRECTIVE_ACTION
N0000691,,PLT-FL-DIG-CHP,M-DIG-CHP-01,2024-09-13,3,Maintenance Sensory Route,Digester - Maintenance Route A,Sensory Route,Oil condition test indicates degraded lubricant.,OIL_DEGRADATION,OIL_DEGRADATION,Lubrication,,DIG-LUBRICATION,Closed,,,,,,,,,NO_DEFECT_FOUND,Inspection could not confirm the reported abnormality.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,0.46,111.04,,Fiber Line,Digester,SYS-FL-DIG-CHP,Chip Feeding,Motor,A,FALSE,TRUE,FALSE,TRUE,FALSE,402,428,,,FALSE,R5,5,Defect,CLOSED_UNCONFIRMED_WITHOUT_ORDER
N0000692,WO0000414,PLT-FL-DIG-DIS,XV-DIG-DIS-01,2024-09-17,2,Maintenance Sensory Route,Digester - Maintenance Route A,Sensory Route,Valve travel sticks during small command changes.,VALVE_STICTION,VALVE_STICTION,Valves,,DIG-VALVES,Closed,2024-09-19,PM02,Cancelled,2024-10-19,2024-10-20,,,1,CANCELLED,Order cancelled after scope review; no execution recorded.,,,TRUE,1.95,356.42,,Fiber Line,Digester,SYS-FL-DIG-DIS,Digester Discharge,On/Off Valve,A,TRUE,FALSE,FALSE,FALSE,TRUE,170,424,2,,FALSE,R2,2,Defect almost failure,CANCELLED
N0000693,,PLT-RU-EVA-BLF,FT-EVA-BLF-01,2024-09-20,1,Maintenance Sensory Route,Evaporation - Maintenance Route A,Sensory Route,Intermittent signal dropout at stable process conditions.,INTERMITTENT_SIGNAL,INTERMITTENT_SIGNAL,Instrumentation,,EVA-INSTRUMENTATION,Closed,,,,,,,,,OPERATING_CONDITION,Observed response is within the current operating envelope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,0.82,174.43,,Recovery & Utilities,Evaporation,SYS-RU-EVA-BLF,Black Liquor Feed,Flow Transmitter,B,FALSE,TRUE,FALSE,TRUE,FALSE,,421,,,FALSE,R3,3,Fault,CLOSED_UNCONFIRMED_WITHOUT_ORDER
N0000694,,PLT-FL-BLE-TWR,LT-BLE-TWR-01,2024-09-20,3,Planned Inspection,Bleaching - Inspection,Planned Inspection,Control sequence response differs from approved logic.,CONTROL_SEQUENCE_DEVIATION,CONTROL_SEQUENCE_DEVIATION,Automation,Instrumentation,BLE-INSTRUMENTATION,Closed,,,,,,,,,NO_DEFECT_FOUND,Inspection could not confirm the reported abnormality.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,1.58,270.54,,Fiber Line,Bleaching,SYS-FL-BLE-TWR,Bleaching Towers,Level Transmitter,B,FALSE,TRUE,FALSE,TRUE,FALSE,,421,,,FALSE,R7,7,Defect,CLOSED_UNCONFIRMED_WITHOUT_ORDER
N0000695,WO0000415,PLT-RU-CAU-LMH,FV-CAU-LMH-01,2024-09-21,3,Process Alarm,Causticizing - Control Room,Process / Control Monitoring,Valve feedback differs from demanded position.,POSITIONER_DEVIATION,POSITIONER_DEVIATION,Valves,,CAU-VALVES,Closed,2024-09-25,PM02,Completed,2024-12-29,2024-12-30,2024-12-29,2024-12-30,4,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Inspected and recorded readings; no component correction performed.,TRUE,1.10,242.80,,Recovery & Utilities,Causticizing,SYS-RU-CAU-LMH,Lime Mud Handling,Control Valve,B,TRUE,FALSE,FALSE,FALSE,FALSE,361,420,4,100,FALSE,R7,7,Defect,MONITOR_CONDITION
N0000696,,PLT-RU-UTL-CWT,M-UTL-CWT-01,2024-09-21,3,Process Alarm,Utilities - Control Room,Process / Control Monitoring,Motor bearing vibration above baseline.,MOTOR_BEARING_VIBRATION,MOTOR_BEARING_VIBRATION,Electrical,,UTL-ELECTRICAL,Closed,,,,,,,,,OPERATING_CONDITION,Observed response is within the current operating envelope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,1.58,262.87,,Recovery & Utilities,Utilities,SYS-RU-UTL-CWT,Cooling Water,Motor,A,FALSE,TRUE,FALSE,TRUE,FALSE,,420,,,FALSE,R5,5,Defect,CLOSED_UNCONFIRMED_WITHOUT_ORDER
N0000697,WO0000416,PLT-RU-UTL-CWT,P-UTL-CWT-01,2024-09-25,2,Condition Monitoring,Utilities - Condition Monitoring,Predictive Route,Crackling noise and unstable suction pressure.,CAVITATION,CAVITATION,Mechanical,,UTL-MECHANICAL,Closed,2024-09-27,PM02,Completed,2024-10-02,2024-10-02,2024-10-02,2024-10-02,0,WORK_COMPLETED,Corrective scope executed and checked.,Cleaning,Cleaning performed; post-work functional check within tolerance.,TRUE,7.46,1977.04,,Recovery & Utilities,Utilities,SYS-RU-UTL-CWT,Cooling Water,Pump,A,TRUE,FALSE,FALSE,FALSE,FALSE,565,416,2,7,FALSE,R2,2,Defect almost failure,COMPLETED_CORRECTIVE_ACTION
N0000698,WO0000417,PLT-RU-RB-AIR,M-RB-AIR-01,2024-09-26,3,Planned Inspection,Recovery Boiler - Inspection,Planned Inspection,Localized heating at electrical connection.,TERMINAL_HEATING,TERMINAL_HEATING,Electrical,,RB-ELECTRICAL,Closed,2024-09-29,PM02,Completed,2024-11-10,2024-11-10,2024-11-10,2024-11-10,2,WORK_COMPLETED,Corrective scope executed and checked.,Tightening,Tightening performed; post-work functional check within tolerance.,TRUE,4.17,1022.44,,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-AIR,Combustion Air,Motor,A,TRUE,FALSE,FALSE,FALSE,FALSE,346,415,3,45,FALSE,R5,5,Defect,COMPLETED_CORRECTIVE_ACTION
N0000699,WO0000418,PLT-FL-WSH-KNR,M-WSH-KNR-01,2024-09-26,2,Planned Inspection,Washing & Screening - Inspection,Planned Inspection,Insulation test trending below reference.,INSULATION_DEGRADATION,INSULATION_DEGRADATION,Electrical,,WSH-ELECTRICAL,Closed,2024-09-29,PM02,Cancelled,2024-10-15,2024-10-17,,,1,CANCELLED,Order cancelled after scope review; no execution recorded.,,,TRUE,0.64,165.19,,Fiber Line,Washing & Screening,SYS-FL-WSH-KNR,Knot Removal,Motor,B,TRUE,FALSE,FALSE,FALSE,FALSE,,415,3,,FALSE,R4,4,Defect almost failure,CANCELLED
N0000700,,PLT-FL-WSH-SCR,SCR-WSH-SCR-01,2024-09-26,3,Process Alarm,Washing & Screening - Control Room,Process / Control Monitoring,Process differential pressure above normal operating range.,PROCESS_RESTRICTION,PROCESS_RESTRICTION,Mechanical,,WSH-MECHANICAL,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.38,142.58,,Fiber Line,Washing & Screening,SYS-FL-WSH-SCR,Screening,Screen,B,FALSE,TRUE,TRUE,FALSE,FALSE,217,415,,,FALSE,R7,7,Defect,CLOSED_CONFIRMED_WITHOUT_ORDER
N0000701,,PLT-RU-CAU-REA,FV-CAU-REA-01,2024-09-27,2,Operator Route,Causticizing - Operations,Sensory Route,Actuator supply pressure decays while held.,ACTUATOR_LEAKAGE,ACTUATOR_LEAKAGE,Valves,,CAU-VALVES,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.94,379.58,,Recovery & Utilities,Causticizing,SYS-RU-CAU-REA,Causticizing Reactors,Control Valve,B,FALSE,TRUE,TRUE,FALSE,FALSE,373,414,,,FALSE,R4,4,Defect almost failure,CLOSED_CONFIRMED_WITHOUT_ORDER
N0000702,,PLT-RU-UTL-PWT,P-UTL-PWT-01,2024-09-27,3,Maintenance Sensory Route,Utilities - Maintenance Route A,Sensory Route,Crackling noise and unstable suction pressure.,CAVITATION,CAVITATION,Mechanical,,UTL-MECHANICAL,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,0.72,162.35,,Recovery & Utilities,Utilities,SYS-RU-UTL-PWT,Process Water,Pump,B,FALSE,TRUE,FALSE,TRUE,FALSE,,414,,,FALSE,R7,7,Defect,CLOSED_UNCONFIRMED_WITHOUT_ORDER
N0000703,WO0000419,PLT-RU-UTL-AIR,DRY-UTL-AIR-01,2024-09-28,2,Operator Route,Utilities - Operations,Sensory Route,Mechanism travel is uneven with elevated resistance.,MECHANICAL_BINDING,MECHANICAL_BINDING,Mechanical,Instrumentation,UTL-INSTRUMENTATION,Closed,2024-09-28,PM02,Completed,2024-10-09,2024-10-10,2024-10-09,2024-10-10,0,WORK_COMPLETED,Corrective scope executed and checked.,Adjustment,Adjustment performed; post-work functional check within tolerance.,TRUE,6.71,2400.23,,Recovery & Utilities,Utilities,SYS-RU-UTL-AIR,Compressed Air,Air Dryer,B,TRUE,FALSE,FALSE,FALSE,TRUE,149,413,0,12,FALSE,R4,4,Defect almost failure,COMPLETED_CORRECTIVE_ACTION
N0000704,WO0000420,PLT-RU-UTL-AIR,M-UTL-AIR-01,2024-09-28,3,Maintenance Sensory Route,Utilities - Maintenance Route A,Sensory Route,Motor bearing vibration above baseline.,MOTOR_BEARING_VIBRATION,MOTOR_BEARING_VIBRATION,Electrical,,UTL-ELECTRICAL,Closed,2024-10-03,PM02,Completed,2024-11-09,2024-11-11,2024-11-09,2024-11-11,0,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,15.13,9759.51,,Recovery & Utilities,Utilities,SYS-RU-UTL-AIR,Compressed Air,Motor,A,TRUE,FALSE,FALSE,FALSE,FALSE,553,413,5,44,FALSE,R5,5,Defect,COMPLETED_CORRECTIVE_ACTION
N0000705,WO0000421,PLT-RU-RB-FWS,P-RB-FWS-01,2024-09-28,3,Process Alarm,Recovery Boiler - Control Room,Process / Control Monitoring,Bearing temperature trending above baseline.,BEARING_TEMPERATURE,BEARING_TEMPERATURE,Mechanical,,RB-MECHANICAL,Closed,2024-09-28,PM02,Completed,2024-10-26,2024-10-28,2024-10-26,2024-10-28,1,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,17.93,12849.14,,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-FWS,Feedwater System,Pump,A,TRUE,FALSE,FALSE,FALSE,FALSE,368,413,0,30,FALSE,R5,5,Defect,COMPLETED_CORRECTIVE_ACTION
N0000706,WO0000422,PLT-FL-BLE-TWR,LT-BLE-TWR-01,2024-10-05,3,Operator Route,Bleaching - Operations,Sensory Route,Indicated value drifts from independent reference.,SIGNAL_DRIFT,SIGNAL_DRIFT,Instrumentation,,BLE-INSTRUMENTATION,Closed,2024-10-07,PM02,Completed,2024-11-22,2024-11-23,2024-11-22,2024-11-23,1,WORK_COMPLETED,Corrective scope executed and checked.,Calibration,Calibration performed; post-work functional check within tolerance.,TRUE,5.78,1703.97,,Fiber Line,Bleaching,SYS-FL-BLE-TWR,Bleaching Towers,Level Transmitter,B,TRUE,FALSE,FALSE,FALSE,FALSE,,406,2,49,FALSE,R7,7,Defect,COMPLETED_CORRECTIVE_ACTION
N0000707,,PLT-RU-EVA-CIR,PT-EVA-CIR-01,2024-10-06,2,Planned Inspection,Evaporation - Inspection,Planned Inspection,Measured output outside calibration tolerance.,CALIBRATION_DEVIATION,CALIBRATION_DEVIATION,Instrumentation,,EVA-INSTRUMENTATION,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.48,279.29,,Recovery & Utilities,Evaporation,SYS-RU-EVA-CIR,Evaporator Circulation,Pressure Transmitter,C,FALSE,TRUE,TRUE,FALSE,FALSE,,405,,,FALSE,R8,8,Defect almost failure,CLOSED_CONFIRMED_WITHOUT_ORDER
N0000708,WO0000423,PLT-RU-LIM-BRN,BRN-LIM-BRN-01,2024-10-07,1,Operator Report,Lime Kiln - Operations,,Control sequence response differs from approved logic.,CONTROL_SEQUENCE_DEVIATION,CONTROL_SEQUENCE_DEVIATION,Automation,,LIM-AUTOMATION,Closed,2024-10-09,CM01,Completed,2024-10-22,2024-10-22,2024-10-22,2024-10-22,1,WORK_COMPLETED,Corrective scope executed and checked.,Control logic correction,Control logic correction performed; post-work functional check within tolerance.,TRUE,10.22,3013.50,,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-BRN,Burner System,Burner,B,TRUE,FALSE,FALSE,FALSE,FALSE,,404,2,15,FALSE,R3,3,Fault,COMPLETED_CORRECTIVE_ACTION
N0000709,,PLT-RU-LIM-BRN,FT-LIM-BRN-01,2024-10-07,2,Planned Inspection,Lime Kiln - Inspection,Planned Inspection,Indicated value drifts from independent reference.,SIGNAL_DRIFT,SIGNAL_DRIFT,Instrumentation,,LIM-INSTRUMENTATION,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.80,196.28,,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-BRN,Burner System,Flow Transmitter,B,FALSE,TRUE,TRUE,FALSE,FALSE,522,404,,,FALSE,R4,4,Defect almost failure,CLOSED_CONFIRMED_WITHOUT_ORDER
N0000710,,PLT-RU-CAU-WLC,M-CAU-WLC-01,2024-10-08,1,Condition Monitoring,Causticizing - Condition Monitoring,Predictive Route,Oil condition test indicates degraded lubricant.,OIL_DEGRADATION,OIL_DEGRADATION,Lubrication,,CAU-LUBRICATION,Closed,,,,,,,,,NO_DEFECT_FOUND,Inspection could not confirm the reported abnormality.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,0.84,164.62,,Recovery & Utilities,Causticizing,SYS-RU-CAU-WLC,White Liquor Clarification,Motor,A,FALSE,TRUE,FALSE,TRUE,FALSE,,403,,,FALSE,R1,1,Fault,CLOSED_UNCONFIRMED_WITHOUT_ORDER
N0000711,WO0000424,PLT-FL-DRY-LUB,PT-DRY-LUB-01,2024-10-08,3,Maintenance Sensory Route,Drying - Maintenance Route A,Sensory Route,Pressure response delayed during process change.,IMPULSE_LINE_RESTRICTION,IMPULSE_LINE_RESTRICTION,Instrumentation,,DRY-INSTRUMENTATION,Closed,2024-10-11,PM02,Completed,2024-12-29,2024-12-31,2024-12-29,2024-12-31,3,WORK_COMPLETED,Corrective scope executed and checked.,Cleaning,Cleaning performed; post-work functional check within tolerance.,TRUE,4.81,1275.68,,Fiber Line,Drying,SYS-FL-DRY-LUB,Lubrication System,Pressure Transmitter,B,TRUE,FALSE,FALSE,FALSE,FALSE,,403,3,84,FALSE,R7,7,Defect,COMPLETED_CORRECTIVE_ACTION
N0000712,WO0000425,PLT-FL-WSH-BSW,DRV-WSH-BSW-01,2024-10-09,3,Condition Monitoring,Washing & Screening - Condition Monitoring,Predictive Route,Mechanism travel is uneven with elevated resistance.,MECHANICAL_BINDING,MECHANICAL_BINDING,Condition Monitoring,,WSH-CONDITION_MONITORING,Closed,2024-10-10,PM02,Completed,2025-01-06,2025-01-07,2025-01-06,2025-01-07,3,WORK_COMPLETED,Corrective scope executed and checked.,Adjustment,Adjustment performed; post-work functional check within tolerance.,TRUE,9.25,3307.09,,Fiber Line,Washing & Screening,SYS-FL-WSH-BSW,Brownstock Washing,Drive,B,TRUE,FALSE,FALSE,FALSE,FALSE,242,402,1,90,FALSE,R7,7,Defect,COMPLETED_CORRECTIVE_ACTION
N0000713,WO0000426,PLT-FL-DIG-CHP,ZS-DIG-CHP-01,2024-10-09,1,Breakdown / Corrective,Digester - Operations,,Intermittent signal dropout at stable process conditions.,INTERMITTENT_SIGNAL,INTERMITTENT_SIGNAL,Automation,,DIG-AUTOMATION,Closed,2024-10-12,CM01,Completed,2024-10-14,2024-10-14,2024-10-14,2024-10-14,0,WORK_COMPLETED,Corrective scope executed and checked.,Instrument replacement,Instrument replacement performed; post-work functional check within tolerance.,TRUE,5.67,4604.50,,Fiber Line,Digester,SYS-FL-DIG-CHP,Chip Feeding,Position Switch,B,TRUE,FALSE,FALSE,FALSE,TRUE,141,402,3,5,FALSE,R3,3,Fault,COMPLETED_CORRECTIVE_ACTION
N0000714,,PLT-RU-CAU-GLH,FV-CAU-GLH-01,2024-10-10,3,Operator Route,Causticizing - Operations,Sensory Route,Visible leakage at valve packing.,EXTERNAL_LEAKAGE,EXTERNAL_LEAKAGE,Instrumentation,,CAU-INSTRUMENTATION,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.96,325.18,,Recovery & Utilities,Causticizing,SYS-RU-CAU-GLH,Green Liquor Handling,Control Valve,B,FALSE,TRUE,TRUE,FALSE,FALSE,,401,,,FALSE,R7,7,Defect,CLOSED_CONFIRMED_WITHOUT_ORDER
N0000715,,PLT-FL-DIG-CIR,FV-DIG-CIR-01,2024-10-10,2,Operator Route,Digester - Operations,Sensory Route,Valve feedback differs from demanded position.,POSITIONER_DEVIATION,POSITIONER_DEVIATION,Valves,,DIG-VALVES,Closed,,,,,,,,,NO_DEFECT_FOUND,Inspection could not confirm the reported abnormality.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,1.73,343.18,,Fiber Line,Digester,SYS-FL-DIG-CIR,Cooking Circulation,Control Valve,A,FALSE,TRUE,FALSE,TRUE,FALSE,,401,,,FALSE,R2,2,Defect almost failure,CLOSED_UNCONFIRMED_WITHOUT_ORDER
N0000716,WO0000427,PLT-RU-LIM-LMF,M-LIM-LMF-01,2024-10-10,2,Condition Monitoring,Lime Kiln - Condition Monitoring,Predictive Route,Motor temperature rising at normal load.,MOTOR_OVERHEATING,MOTOR_OVERHEATING,Electrical,,LIM-ELECTRICAL,Closed,2024-10-12,PM02,Completed,2024-10-23,2024-10-25,2024-10-23,2024-10-25,0,WORK_COMPLETED,Corrective scope executed and checked.,Cleaning,Cleaning performed; post-work functional check within tolerance.,TRUE,5.18,1529.07,,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-LMF,Lime Mud Feed,Motor,B,TRUE,FALSE,FALSE,FALSE,FALSE,,401,2,15,FALSE,R4,4,Defect almost failure,COMPLETED_CORRECTIVE_ACTION
N0000717,,PLT-RU-LIM-LMF,FV-LIM-LMF-01,2024-10-11,3,Operator Route,Lime Kiln - Operations,Sensory Route,Visible leakage at valve packing.,EXTERNAL_LEAKAGE,EXTERNAL_LEAKAGE,Valves,,LIM-VALVES,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.21,244.45,,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-LMF,Lime Mud Feed,Control Valve,B,FALSE,TRUE,TRUE,FALSE,FALSE,,400,,,FALSE,R7,7,Defect,CLOSED_CONFIRMED_WITHOUT_ORDER
N0000718,WO0000428,PLT-RU-LIM-IDF,M-LIM-IDF-01,2024-10-11,1,Planned Inspection,Lime Kiln - Inspection,Planned Inspection,Motor temperature rising at normal load.,MOTOR_OVERHEATING,MOTOR_OVERHEATING,Condition Monitoring,Electrical,LIM-ELECTRICAL,Closed,2024-10-11,CM01,Completed,2024-10-26,2024-10-28,2024-10-26,2024-10-28,1,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Inspected and recorded readings; no component correction performed.,TRUE,0.56,120.12,,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-IDF,Induced Draft,Motor,A,TRUE,FALSE,FALSE,FALSE,FALSE,,400,0,17,FALSE,R1,1,Fault,MONITOR_CONDITION
N0000719,WO0000429,PLT-RU-RB-AIR,DV-RB-AIR-01,2024-10-12,2,Operator Route,Recovery Boiler - Operations,Sensory Route,Control sequence response differs from approved logic.,CONTROL_SEQUENCE_DEVIATION,CONTROL_SEQUENCE_DEVIATION,Automation,,RB-AUTOMATION,Closed,2024-10-12,PM02,Completed,2024-11-17,2024-11-19,2024-11-17,2024-11-19,2,WORK_COMPLETED,Corrective scope executed and checked.,Control logic correction,Control logic correction performed; post-work functional check within tolerance.,TRUE,7.84,2313.54,,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-AIR,Combustion Air,Damper,A,TRUE,FALSE,FALSE,FALSE,FALSE,441,399,0,38,FALSE,R2,2,Defect almost failure,COMPLETED_CORRECTIVE_ACTION
N0000720,WO0000430,PLT-FL-BLE-STW,M-BLE-STW-01,2024-10-13,3,Planned Inspection,Bleaching - Inspection,Planned Inspection,Motor bearing vibration above baseline.,MOTOR_BEARING_VIBRATION,MOTOR_BEARING_VIBRATION,Condition Monitoring,,BLE-CONDITION_MONITORING,Closed,2024-10-16,PM02,Cancelled,2024-12-01,2024-12-01,,,2,CANCELLED,Order cancelled after scope review; no execution recorded.,,,TRUE,1.82,304.82,,Fiber Line,Bleaching,SYS-FL-BLE-STW,Stage Washing,Motor,B,TRUE,FALSE,FALSE,FALSE,FALSE,,398,3,,FALSE,R7,7,Defect,CANCELLED
N0000721,,PLT-RU-LIM-BRN,BRN-LIM-BRN-01,2024-10-14,3,Operator Report,Lime Kiln - Operations,,Process differential pressure above normal operating range.,PROCESS_RESTRICTION,PROCESS_RESTRICTION,Mechanical,,LIM-MECHANICAL,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.96,363.97,,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-BRN,Burner System,Burner,B,FALSE,TRUE,TRUE,FALSE,TRUE,152,397,,,FALSE,R7,7,Defect,CLOSED_CONFIRMED_WITHOUT_ORDER
N0000722,WO0000431,PLT-RU-RB-STM,PT-RB-STM-01,2024-10-14,1,Operator Route,Recovery Boiler - Operations,Sensory Route,Measured output outside calibration tolerance.,CALIBRATION_DEVIATION,CALIBRATION_DEVIATION,Instrumentation,,RB-INSTRUMENTATION,Closed,2024-10-15,CM01,Completed,2024-10-18,2024-10-19,2024-10-18,2024-10-19,0,WORK_COMPLETED,Corrective scope executed and checked.,Calibration,Calibration performed; post-work functional check within tolerance.,TRUE,4.88,1440.79,,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-STM,Steam / Pressure Control,Pressure Transmitter,A,TRUE,FALSE,FALSE,FALSE,FALSE,444,397,1,5,FALSE,R1,1,Fault,COMPLETED_CORRECTIVE_ACTION
N0000723,WO0000432,PLT-FL-DRY-FOR,DRV-DRY-FOR-01,2024-10-15,2,Planned Inspection,Drying - Inspection,Planned Inspection,Bearing temperature trending above baseline.,BEARING_TEMPERATURE,BEARING_TEMPERATURE,Condition Monitoring,,DRY-CONDITION_MONITORING,Closed,2024-10-15,PM02,Completed,2024-10-30,2024-10-30,2024-10-30,2024-10-30,1,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,9.73,6973.02,,Fiber Line,Drying,SYS-FL-DRY-FOR,Forming Section,Drive,A,TRUE,FALSE,FALSE,FALSE,FALSE,,396,0,15,FALSE,R2,2,Defect almost failure,COMPLETED_CORRECTIVE_ACTION
N0000724,WO0000433,PLT-RU-UTL-AIR,CMP-UTL-AIR-01,2024-10-16,1,Operator Report,Utilities - Operations,,Bearing temperature trending above baseline.,BEARING_TEMPERATURE,BEARING_TEMPERATURE,Mechanical,,UTL-MECHANICAL,Closed,2024-10-21,CM01,Completed,2024-11-04,2024-11-04,2024-11-04,2024-11-04,1,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,19.64,14069.91,,Recovery & Utilities,Utilities,SYS-RU-UTL-AIR,Compressed Air,Compressor,A,TRUE,FALSE,FALSE,FALSE,FALSE,482,395,5,19,FALSE,R1,1,Fault,COMPLETED_CORRECTIVE_ACTION
N0000725,WO0000434,PLT-RU-UTL-AIR,CMP-UTL-AIR-01,2024-10-18,2,Planned Inspection,Utilities - Inspection,Planned Inspection,Mechanism travel is uneven with elevated resistance.,MECHANICAL_BINDING,MECHANICAL_BINDING,Mechanical,,UTL-MECHANICAL,Closed,2024-10-21,PM02,Completed,2024-11-12,2024-11-13,2024-11-12,2024-11-13,1,WORK_COMPLETED,Corrective scope executed and checked.,Adjustment,Adjustment performed; post-work functional check within tolerance.,TRUE,11.24,4018.04,,Recovery & Utilities,Utilities,SYS-RU-UTL-AIR,Compressed Air,Compressor,A,TRUE,FALSE,FALSE,FALSE,FALSE,609,393,3,26,FALSE,R2,2,Defect almost failure,COMPLETED_CORRECTIVE_ACTION
