notification_id,work_order_id,functional_location,asset_id,notification_date,notification_priority,notification_source,detected_by_team,inspection_route_type,symptom,failure_mode,repeat_failure_code,responsible_discipline,reassigned_discipline,planner_group,notification_status,order_created_date,order_type,order_status,planned_start_date,planned_finish_date,actual_start_date,actual_end_date,replanning_count,closure_code,closure_text,action_type,action_text,defect_confirmed,labor_hours,maintenance_cost,linked_loss_event_id
N0000658,WO0000395,PLT-FL-DRY-HYD,HPU-DRY-HYD-01,2024-08-17,1,Process Alarm,Drying - Control Room,Process / Control Monitoring,Hydraulic header pressure oscillates under steady demand.,HYD_PRESS_INSTABILITY,HYD_PRESS_INSTABILITY,Hydraulics,,DRY-HYDRAULICS,Closed,2024-08-18,CM01,Completed,2024-10-04,2024-10-05,2024-10-04,2024-10-05,4,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Inspected and recorded readings; no component correction performed.,TRUE,1.68,314.33,
N0000659,WO0000396,PLT-FL-DIG-CIR,P-DIG-CIR-01,2024-08-17,1,Process Alarm,Digester - Control Room,Process / Control Monitoring,Elevated vibration at pump bearing housing.,PUMP_BEARING_VIBRATION,PUMP_BEARING_VIBRATION,Mechanical,,DIG-MECHANICAL,Closed,2024-08-20,CM01,Completed,2024-10-23,2024-10-23,2024-10-23,2024-10-23,4,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Inspected and recorded readings; no component correction performed.,TRUE,1.41,248.19,
N0000660,WO0000397,PLT-FL-DIG-CHP,CNV-DIG-CHP-01,2024-08-20,2,Process Alarm,Digester - Control Room,Process / Control Monitoring,Mechanism travel is uneven with elevated resistance.,MECHANICAL_BINDING,MECHANICAL_BINDING,Mechanical,,DIG-MECHANICAL,Closed,2024-08-22,PM02,Completed,2024-08-31,2024-08-31,2024-08-31,2024-08-31,0,WORK_COMPLETED,Corrective scope executed and checked.,Adjustment,Adjustment performed; post-work functional check within tolerance.,TRUE,8.81,3151.23,
N0000661,,PLT-FL-BLE-TWR,AG-BLE-TWR-01,2024-08-21,3,Condition Monitoring,Bleaching - Condition Monitoring,Predictive Route,Lubricant level below normal mark.,LOW_LUBE_LEVEL,LOW_LUBE_LEVEL,Lubrication,,BLE-LUBRICATION,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.61,149.59,
N0000662,WO0000398,PLT-RU-EVA-BLF,FV-EVA-BLF-01,2024-08-21,2,Operator Route,Evaporation - Operations,Sensory Route,Valve travel sticks during small command changes.,VALVE_STICTION,VALVE_STICTION,Valves,,EVA-VALVES,Closed,2024-08-23,PM02,Completed,2024-10-16,2024-10-18,2024-10-16,2024-10-18,4,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Inspected and recorded readings; no component correction performed.,TRUE,1.94,358.41,
N0000663,WO0000399,PLT-RU-UTL-AIR,M-UTL-AIR-01,2024-08-23,1,Breakdown / Corrective,Utilities - Operations,,Motor temperature rising at normal load.,MOTOR_OVERHEATING,MOTOR_OVERHEATING,Electrical,,UTL-ELECTRICAL,Closed,2024-08-26,CM01,Completed,2024-09-06,2024-09-07,2024-09-06,2024-09-07,1,WORK_COMPLETED,Corrective scope executed and checked.,Cleaning,Cleaning performed; post-work functional check within tolerance.,TRUE,8.65,2551.43,
N0000664,WO0000400,PLT-FL-BLE-DOS,FV-BLE-DOS-01,2024-08-25,3,Planned Inspection,Bleaching - Inspection,Planned Inspection,Actuator supply pressure decays while held.,ACTUATOR_LEAKAGE,ACTUATOR_LEAKAGE,Valves,,BLE-VALVES,Closed,2024-08-28,PM02,Completed,2024-09-20,2024-09-21,2024-09-20,2024-09-21,0,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Inspected and recorded readings; no component correction performed.,TRUE,1.14,259.16,
N0000665,,PLT-FL-DRY-LUB,M-DRY-LUB-01,2024-08-25,3,Process Alarm,Drying - Control Room,Process / Control Monitoring,Insulation test trending below reference.,INSULATION_DEGRADATION,INSULATION_DEGRADATION,Electrical,,DRY-ELECTRICAL,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.78,208.62,
N0000666,WO0000401,PLT-RU-RB-BLF,FV-RB-BLF-01,2024-08-26,3,Planned Inspection,Recovery Boiler - Inspection,Planned Inspection,Valve travel sticks during small command changes.,VALVE_STICTION,VALVE_STICTION,Valves,,RB-VALVES,Closed,2024-08-27,PM02,Completed,2024-10-10,2024-10-10,2024-10-10,2024-10-10,2,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Inspected and recorded readings; no component correction performed.,TRUE,0.48,159.70,
N0000667,WO0000402,PLT-FL-DRY-PRS,HY-DRY-PRS-01,2024-08-26,2,Operator Route,Drying - Operations,Sensory Route,Hydraulic pressure decays with no external leak.,HYD_INTERNAL_LEAKAGE,HYD_INTERNAL_LEAKAGE,Hydraulics,Instrumentation,DRY-INSTRUMENTATION,Closed,2024-08-27,PM02,Completed,2024-08-30,2024-09-01,2024-08-30,2024-09-01,0,WORK_COMPLETED,Corrective scope executed and checked.,Seal replacement,Seal replacement performed; post-work functional check within tolerance.,TRUE,8.14,4573.15,
N0000668,WO0000403,PLT-RU-UTL-CWT,P-UTL-CWT-01,2024-08-27,1,Operator Report,Utilities - Operations,,Bearing temperature trending above baseline.,BEARING_TEMPERATURE,BEARING_TEMPERATURE,Mechanical,,UTL-MECHANICAL,Closed,2024-08-31,CM01,Completed,2024-09-13,2024-09-13,2024-09-13,2024-09-13,1,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,10.01,7170.74,
N0000669,,PLT-RU-UTL-BFW,PT-UTL-BFW-01,2024-08-27,3,Operator Route,Utilities - Operations,Sensory Route,Measured output outside calibration tolerance.,CALIBRATION_DEVIATION,CALIBRATION_DEVIATION,Instrumentation,,UTL-INSTRUMENTATION,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.60,272.97,
N0000670,,PLT-RU-UTL-ELD,TR-UTL-ELD-01,2024-08-28,3,Operator Report,Utilities - Operations,,Control sequence response differs from approved logic.,CONTROL_SEQUENCE_DEVIATION,CONTROL_SEQUENCE_DEVIATION,Condition Monitoring,,UTL-CONDITION_MONITORING,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.97,204.90,
N0000671,,PLT-FL-DRY-PMF,FV-DRY-PMF-01,2024-08-29,1,Maintenance Sensory Route,Drying - Maintenance Route A,Sensory Route,Visible leakage at valve packing.,EXTERNAL_LEAKAGE,EXTERNAL_LEAKAGE,Valves,,DRY-VALVES,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.43,107.43,
N0000672,,PLT-FL-WSH-FIL,LT-WSH-FIL-01,2024-08-30,3,Operator Report,Washing & Screening - Operations,,Indicated value drifts from independent reference.,SIGNAL_DRIFT,SIGNAL_DRIFT,Instrumentation,,WSH-INSTRUMENTATION,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.37,106.05,
N0000673,,PLT-RU-LIM-DRV,DRV-LIM-DRV-01,2024-09-01,3,Condition Monitoring,Lime Kiln - Condition Monitoring,Predictive Route,Bearing temperature trending above baseline.,BEARING_TEMPERATURE,BEARING_TEMPERATURE,Mechanical,,LIM-MECHANICAL,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,0.65,130.77,
N0000674,WO0000404,PLT-RU-LIM-BRN,FV-LIM-BRN-01,2024-09-01,3,Operator Route,Lime Kiln - Operations,Sensory Route,Actuator supply pressure decays while held.,ACTUATOR_LEAKAGE,ACTUATOR_LEAKAGE,Valves,,LIM-VALVES,Closed,2024-09-01,PM02,Completed,2024-10-09,2024-10-10,2024-10-09,2024-10-10,0,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Inspected and recorded readings; no component correction performed.,TRUE,1.45,288.09,
N0000675,WO0000405,PLT-RU-CAU-LMH,LT-CAU-LMH-01,2024-09-01,2,Maintenance Sensory Route,Causticizing - Maintenance Route A,Sensory Route,Control sequence response differs from approved logic.,CONTROL_SEQUENCE_DEVIATION,CONTROL_SEQUENCE_DEVIATION,Automation,,CAU-AUTOMATION,Closed,2024-09-06,PM02,Completed,2024-10-18,2024-10-18,2024-10-18,2024-10-18,3,WORK_COMPLETED,Corrective scope executed and checked.,Control logic correction,Control logic correction performed; post-work functional check within tolerance.,TRUE,7.95,2344.71,
N0000676,WO0000406,PLT-FL-DIG-DIS,LT-DIG-DIS-01,2024-09-01,2,Maintenance Sensory Route,Digester - Maintenance Route A,Sensory Route,Intermittent signal dropout at stable process conditions.,INTERMITTENT_SIGNAL,INTERMITTENT_SIGNAL,Instrumentation,,DIG-INSTRUMENTATION,Closed,2024-09-04,PM02,Completed,2024-09-15,2024-09-16,2024-09-15,2024-09-16,1,WORK_COMPLETED,Corrective scope executed and checked.,Instrument replacement,Instrument replacement performed; post-work functional check within tolerance.,TRUE,6.65,5397.24,
N0000677,,PLT-RU-RB-STM,PV-RB-STM-01,2024-09-02,2,Planned Inspection,Recovery Boiler - Inspection,Planned Inspection,Visible leakage at valve packing.,EXTERNAL_LEAKAGE,EXTERNAL_LEAKAGE,Valves,,RB-VALVES,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.49,259.31,
N0000678,WO0000407,PLT-RU-LIM-IDF,M-LIM-IDF-01,2024-09-04,2,Process Alarm,Lime Kiln - Control Room,Process / Control Monitoring,Lubricant level below normal mark.,LOW_LUBE_LEVEL,LOW_LUBE_LEVEL,Lubrication,,LIM-LUBRICATION,Closed,2024-09-07,PM02,Completed,2024-09-24,2024-09-24,2024-09-24,2024-09-24,1,WORK_COMPLETED,Corrective scope executed and checked.,Lubrication,Lubrication performed; post-work functional check within tolerance.,TRUE,2.87,1421.15,
N0000679,,PLT-FL-WSH-FIL,LT-WSH-FIL-01,2024-09-05,3,Operator Route,Washing & Screening - Operations,Sensory Route,Intermittent signal dropout at stable process conditions.,INTERMITTENT_SIGNAL,INTERMITTENT_SIGNAL,Instrumentation,,WSH-INSTRUMENTATION,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.57,323.61,
N0000680,WO0000408,PLT-RU-UTL-STM,PV-UTL-STM-01,2024-09-05,2,Process Alarm,Utilities - Control Room,Process / Control Monitoring,Valve travel sticks during small command changes.,VALVE_STICTION,VALVE_STICTION,Valves,,UTL-VALVES,Closed,2024-09-08,PM02,Completed,2024-09-25,2024-09-27,2024-09-25,2024-09-27,1,WORK_COMPLETED,Corrective scope executed and checked.,Valve overhaul,Valve overhaul performed; post-work functional check within tolerance.,TRUE,22.34,18135.43,
N0000681,,PLT-FL-WSH-FIL,LT-WSH-FIL-01,2024-09-06,2,Operator Report,Washing & Screening - Operations,,Measured output outside calibration tolerance.,CALIBRATION_DEVIATION,CALIBRATION_DEVIATION,Instrumentation,,WSH-INSTRUMENTATION,Closed,,,,,,,,,OPERATING_CONDITION,Observed response is within the current operating envelope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,1.44,282.31,
N0000682,,PLT-RU-EVA-VAC,PT-EVA-VAC-01,2024-09-07,3,Maintenance Sensory Route,Evaporation - Maintenance Route A,Sensory Route,Pressure response delayed during process change.,IMPULSE_LINE_RESTRICTION,IMPULSE_LINE_RESTRICTION,Instrumentation,,EVA-INSTRUMENTATION,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.99,345.15,
N0000683,,PLT-RU-RB-SMT,M-RB-SMT-01,2024-09-08,3,Process Alarm,Recovery Boiler - Control Room,Process / Control Monitoring,Localized heating at electrical connection.,TERMINAL_HEATING,TERMINAL_HEATING,Electrical,,RB-ELECTRICAL,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.09,208.50,
N0000684,,PLT-FL-DIG-CIR,PT-DIG-CIR-01,2024-09-08,3,Operator Report,Digester - Operations,,Intermittent signal dropout at stable process conditions.,INTERMITTENT_SIGNAL,INTERMITTENT_SIGNAL,Instrumentation,,DIG-INSTRUMENTATION,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,0.86,179.69,
N0000685,WO0000409,PLT-RU-CAU-SLK,TT-CAU-SLK-01,2024-09-08,3,Process Alarm,Causticizing - Control Room,Process / Control Monitoring,Intermittent signal dropout at stable process conditions.,INTERMITTENT_SIGNAL,INTERMITTENT_SIGNAL,Automation,,CAU-AUTOMATION,Closed,2024-09-11,PM02,Completed,2025-01-06,2025-01-08,2025-01-06,2025-01-08,4,WORK_COMPLETED,Corrective scope executed and checked.,Instrument replacement,Instrument replacement performed; post-work functional check within tolerance.,TRUE,7.02,5699.18,
N0000686,WO0000410,PLT-RU-RB-SMT,AG-RB-SMT-01,2024-09-09,3,Operator Report,Recovery Boiler - Operations,,Mechanism travel is uneven with elevated resistance.,MECHANICAL_BINDING,MECHANICAL_BINDING,Mechanical,,RB-MECHANICAL,Closed,2024-09-13,PM02,Completed,2024-11-04,2024-11-04,2024-11-04,2024-11-04,3,WORK_COMPLETED,Corrective scope executed and checked.,Adjustment,Adjustment performed; post-work functional check within tolerance.,TRUE,5.20,1859.13,
N0000687,WO0000411,PLT-FL-BLE-TWR,M-BLE-TWR-01,2024-09-09,3,Condition Monitoring,Bleaching - Condition Monitoring,Predictive Route,Insulation test trending below reference.,INSULATION_DEGRADATION,INSULATION_DEGRADATION,Condition Monitoring,,BLE-CONDITION_MONITORING,Closed,2024-09-10,PM02,Completed,2024-10-02,2024-10-02,2024-10-02,2024-10-02,0,WORK_COMPLETED,Corrective scope executed and checked.,Component replacement,Component replacement performed; post-work functional check within tolerance.,TRUE,28.63,27573.48,
N0000688,WO0000412,PLT-FL-DRY-PRS,ROLL-DRY-PRS-01,2024-09-09,3,Planned Inspection,Drying - Inspection,Planned Inspection,Rotating assembly shows dominant once-per-revolution vibration.,IMBALANCE,IMBALANCE,Mechanical,Lubrication,DRY-LUBRICATION,Closed,2024-09-10,PM02,Completed,2024-11-07,2024-11-08,2024-11-07,2024-11-08,1,WORK_COMPLETED,Corrective scope executed and checked.,Adjustment,Adjustment performed; post-work functional check within tolerance.,TRUE,9.43,4669.54,
N0000689,,PLT-FL-BLE-DOS,M-BLE-DOS-01,2024-09-11,3,Planned Inspection,Bleaching - Inspection,Planned Inspection,Motor bearing vibration above baseline.,MOTOR_BEARING_VIBRATION,MOTOR_BEARING_VIBRATION,Electrical,,BLE-ELECTRICAL,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.89,165.66,
N0000690,WO0000413,PLT-RU-RB-FWS,M-RB-FWS-01,2024-09-12,3,Maintenance Sensory Route,Recovery Boiler - Maintenance Route A,Sensory Route,Localized heating at electrical connection.,TERMINAL_HEATING,TERMINAL_HEATING,Electrical,,RB-ELECTRICAL,Closed,2024-09-17,PM02,Completed,2024-12-18,2024-12-18,2024-12-18,2024-12-18,4,WORK_COMPLETED,Corrective scope executed and checked.,Tightening,Tightening performed; post-work functional check within tolerance.,TRUE,5.51,1348.95,
N0000691,,PLT-FL-DIG-CHP,M-DIG-CHP-01,2024-09-13,3,Maintenance Sensory Route,Digester - Maintenance Route A,Sensory Route,Oil condition test indicates degraded lubricant.,OIL_DEGRADATION,OIL_DEGRADATION,Lubrication,,DIG-LUBRICATION,Closed,,,,,,,,,NO_DEFECT_FOUND,Inspection could not confirm the reported abnormality.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,0.46,111.04,
N0000692,WO0000414,PLT-FL-DIG-DIS,XV-DIG-DIS-01,2024-09-17,2,Maintenance Sensory Route,Digester - Maintenance Route A,Sensory Route,Valve travel sticks during small command changes.,VALVE_STICTION,VALVE_STICTION,Valves,,DIG-VALVES,Closed,2024-09-19,PM02,Cancelled,2024-10-19,2024-10-20,,,1,CANCELLED,Order cancelled after scope review; no execution recorded.,,,TRUE,1.95,356.42,
N0000693,,PLT-RU-EVA-BLF,FT-EVA-BLF-01,2024-09-20,1,Maintenance Sensory Route,Evaporation - Maintenance Route A,Sensory Route,Intermittent signal dropout at stable process conditions.,INTERMITTENT_SIGNAL,INTERMITTENT_SIGNAL,Instrumentation,,EVA-INSTRUMENTATION,Closed,,,,,,,,,OPERATING_CONDITION,Observed response is within the current operating envelope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,0.82,174.43,
N0000694,,PLT-FL-BLE-TWR,LT-BLE-TWR-01,2024-09-20,3,Planned Inspection,Bleaching - Inspection,Planned Inspection,Control sequence response differs from approved logic.,CONTROL_SEQUENCE_DEVIATION,CONTROL_SEQUENCE_DEVIATION,Automation,Instrumentation,BLE-INSTRUMENTATION,Closed,,,,,,,,,NO_DEFECT_FOUND,Inspection could not confirm the reported abnormality.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,1.58,270.54,
N0000695,WO0000415,PLT-RU-CAU-LMH,FV-CAU-LMH-01,2024-09-21,3,Process Alarm,Causticizing - Control Room,Process / Control Monitoring,Valve feedback differs from demanded position.,POSITIONER_DEVIATION,POSITIONER_DEVIATION,Valves,,CAU-VALVES,Closed,2024-09-25,PM02,Completed,2024-12-29,2024-12-30,2024-12-29,2024-12-30,4,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Inspected and recorded readings; no component correction performed.,TRUE,1.10,242.80,
N0000696,,PLT-RU-UTL-CWT,M-UTL-CWT-01,2024-09-21,3,Process Alarm,Utilities - Control Room,Process / Control Monitoring,Motor bearing vibration above baseline.,MOTOR_BEARING_VIBRATION,MOTOR_BEARING_VIBRATION,Electrical,,UTL-ELECTRICAL,Closed,,,,,,,,,OPERATING_CONDITION,Observed response is within the current operating envelope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,1.58,262.87,
N0000697,WO0000416,PLT-RU-UTL-CWT,P-UTL-CWT-01,2024-09-25,2,Condition Monitoring,Utilities - Condition Monitoring,Predictive Route,Crackling noise and unstable suction pressure.,CAVITATION,CAVITATION,Mechanical,,UTL-MECHANICAL,Closed,2024-09-27,PM02,Completed,2024-10-02,2024-10-02,2024-10-02,2024-10-02,0,WORK_COMPLETED,Corrective scope executed and checked.,Cleaning,Cleaning performed; post-work functional check within tolerance.,TRUE,7.46,1977.04,
N0000698,WO0000417,PLT-RU-RB-AIR,M-RB-AIR-01,2024-09-26,3,Planned Inspection,Recovery Boiler - Inspection,Planned Inspection,Localized heating at electrical connection.,TERMINAL_HEATING,TERMINAL_HEATING,Electrical,,RB-ELECTRICAL,Closed,2024-09-29,PM02,Completed,2024-11-10,2024-11-10,2024-11-10,2024-11-10,2,WORK_COMPLETED,Corrective scope executed and checked.,Tightening,Tightening performed; post-work functional check within tolerance.,TRUE,4.17,1022.44,
N0000699,WO0000418,PLT-FL-WSH-KNR,M-WSH-KNR-01,2024-09-26,2,Planned Inspection,Washing & Screening - Inspection,Planned Inspection,Insulation test trending below reference.,INSULATION_DEGRADATION,INSULATION_DEGRADATION,Electrical,,WSH-ELECTRICAL,Closed,2024-09-29,PM02,Cancelled,2024-10-15,2024-10-17,,,1,CANCELLED,Order cancelled after scope review; no execution recorded.,,,TRUE,0.64,165.19,
N0000700,,PLT-FL-WSH-SCR,SCR-WSH-SCR-01,2024-09-26,3,Process Alarm,Washing & Screening - Control Room,Process / Control Monitoring,Process differential pressure above normal operating range.,PROCESS_RESTRICTION,PROCESS_RESTRICTION,Mechanical,,WSH-MECHANICAL,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.38,142.58,
N0000701,,PLT-RU-CAU-REA,FV-CAU-REA-01,2024-09-27,2,Operator Route,Causticizing - Operations,Sensory Route,Actuator supply pressure decays while held.,ACTUATOR_LEAKAGE,ACTUATOR_LEAKAGE,Valves,,CAU-VALVES,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.94,379.58,
N0000702,,PLT-RU-UTL-PWT,P-UTL-PWT-01,2024-09-27,3,Maintenance Sensory Route,Utilities - Maintenance Route A,Sensory Route,Crackling noise and unstable suction pressure.,CAVITATION,CAVITATION,Mechanical,,UTL-MECHANICAL,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,0.72,162.35,
N0000703,WO0000419,PLT-RU-UTL-AIR,DRY-UTL-AIR-01,2024-09-28,2,Operator Route,Utilities - Operations,Sensory Route,Mechanism travel is uneven with elevated resistance.,MECHANICAL_BINDING,MECHANICAL_BINDING,Mechanical,Instrumentation,UTL-INSTRUMENTATION,Closed,2024-09-28,PM02,Completed,2024-10-09,2024-10-10,2024-10-09,2024-10-10,0,WORK_COMPLETED,Corrective scope executed and checked.,Adjustment,Adjustment performed; post-work functional check within tolerance.,TRUE,6.71,2400.23,
N0000704,WO0000420,PLT-RU-UTL-AIR,M-UTL-AIR-01,2024-09-28,3,Maintenance Sensory Route,Utilities - Maintenance Route A,Sensory Route,Motor bearing vibration above baseline.,MOTOR_BEARING_VIBRATION,MOTOR_BEARING_VIBRATION,Electrical,,UTL-ELECTRICAL,Closed,2024-10-03,PM02,Completed,2024-11-09,2024-11-11,2024-11-09,2024-11-11,0,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,15.13,9759.51,
N0000705,WO0000421,PLT-RU-RB-FWS,P-RB-FWS-01,2024-09-28,3,Process Alarm,Recovery Boiler - Control Room,Process / Control Monitoring,Bearing temperature trending above baseline.,BEARING_TEMPERATURE,BEARING_TEMPERATURE,Mechanical,,RB-MECHANICAL,Closed,2024-09-28,PM02,Completed,2024-10-26,2024-10-28,2024-10-26,2024-10-28,1,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,17.93,12849.14,
N0000706,WO0000422,PLT-FL-BLE-TWR,LT-BLE-TWR-01,2024-10-05,3,Operator Route,Bleaching - Operations,Sensory Route,Indicated value drifts from independent reference.,SIGNAL_DRIFT,SIGNAL_DRIFT,Instrumentation,,BLE-INSTRUMENTATION,Closed,2024-10-07,PM02,Completed,2024-11-22,2024-11-23,2024-11-22,2024-11-23,1,WORK_COMPLETED,Corrective scope executed and checked.,Calibration,Calibration performed; post-work functional check within tolerance.,TRUE,5.78,1703.97,
N0000707,,PLT-RU-EVA-CIR,PT-EVA-CIR-01,2024-10-06,2,Planned Inspection,Evaporation - Inspection,Planned Inspection,Measured output outside calibration tolerance.,CALIBRATION_DEVIATION,CALIBRATION_DEVIATION,Instrumentation,,EVA-INSTRUMENTATION,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.48,279.29,
N0000708,WO0000423,PLT-RU-LIM-BRN,BRN-LIM-BRN-01,2024-10-07,1,Operator Report,Lime Kiln - Operations,,Control sequence response differs from approved logic.,CONTROL_SEQUENCE_DEVIATION,CONTROL_SEQUENCE_DEVIATION,Automation,,LIM-AUTOMATION,Closed,2024-10-09,CM01,Completed,2024-10-22,2024-10-22,2024-10-22,2024-10-22,1,WORK_COMPLETED,Corrective scope executed and checked.,Control logic correction,Control logic correction performed; post-work functional check within tolerance.,TRUE,10.22,3013.50,
N0000709,,PLT-RU-LIM-BRN,FT-LIM-BRN-01,2024-10-07,2,Planned Inspection,Lime Kiln - Inspection,Planned Inspection,Indicated value drifts from independent reference.,SIGNAL_DRIFT,SIGNAL_DRIFT,Instrumentation,,LIM-INSTRUMENTATION,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.80,196.28,
N0000710,,PLT-RU-CAU-WLC,M-CAU-WLC-01,2024-10-08,1,Condition Monitoring,Causticizing - Condition Monitoring,Predictive Route,Oil condition test indicates degraded lubricant.,OIL_DEGRADATION,OIL_DEGRADATION,Lubrication,,CAU-LUBRICATION,Closed,,,,,,,,,NO_DEFECT_FOUND,Inspection could not confirm the reported abnormality.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,0.84,164.62,
N0000711,WO0000424,PLT-FL-DRY-LUB,PT-DRY-LUB-01,2024-10-08,3,Maintenance Sensory Route,Drying - Maintenance Route A,Sensory Route,Pressure response delayed during process change.,IMPULSE_LINE_RESTRICTION,IMPULSE_LINE_RESTRICTION,Instrumentation,,DRY-INSTRUMENTATION,Closed,2024-10-11,PM02,Completed,2024-12-29,2024-12-31,2024-12-29,2024-12-31,3,WORK_COMPLETED,Corrective scope executed and checked.,Cleaning,Cleaning performed; post-work functional check within tolerance.,TRUE,4.81,1275.68,
N0000712,WO0000425,PLT-FL-WSH-BSW,DRV-WSH-BSW-01,2024-10-09,3,Condition Monitoring,Washing & Screening - Condition Monitoring,Predictive Route,Mechanism travel is uneven with elevated resistance.,MECHANICAL_BINDING,MECHANICAL_BINDING,Condition Monitoring,,WSH-CONDITION_MONITORING,Closed,2024-10-10,PM02,Completed,2025-01-06,2025-01-07,2025-01-06,2025-01-07,3,WORK_COMPLETED,Corrective scope executed and checked.,Adjustment,Adjustment performed; post-work functional check within tolerance.,TRUE,9.25,3307.09,
N0000713,WO0000426,PLT-FL-DIG-CHP,ZS-DIG-CHP-01,2024-10-09,1,Breakdown / Corrective,Digester - Operations,,Intermittent signal dropout at stable process conditions.,INTERMITTENT_SIGNAL,INTERMITTENT_SIGNAL,Automation,,DIG-AUTOMATION,Closed,2024-10-12,CM01,Completed,2024-10-14,2024-10-14,2024-10-14,2024-10-14,0,WORK_COMPLETED,Corrective scope executed and checked.,Instrument replacement,Instrument replacement performed; post-work functional check within tolerance.,TRUE,5.67,4604.50,
N0000714,,PLT-RU-CAU-GLH,FV-CAU-GLH-01,2024-10-10,3,Operator Route,Causticizing - Operations,Sensory Route,Visible leakage at valve packing.,EXTERNAL_LEAKAGE,EXTERNAL_LEAKAGE,Instrumentation,,CAU-INSTRUMENTATION,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.96,325.18,
N0000715,,PLT-FL-DIG-CIR,FV-DIG-CIR-01,2024-10-10,2,Operator Route,Digester - Operations,Sensory Route,Valve feedback differs from demanded position.,POSITIONER_DEVIATION,POSITIONER_DEVIATION,Valves,,DIG-VALVES,Closed,,,,,,,,,NO_DEFECT_FOUND,Inspection could not confirm the reported abnormality.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,1.73,343.18,
